index,SATechnique,propDepth,propMethod,threshold,heuristic,dailyAccs
NASDAQ,VADER1,1,2,0.5,2,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.5,3,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.5,3,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.5,3,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.5,4,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.5,4,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.5,4,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.5,5,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.5,5,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.5,5,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.5,6,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.5,6,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.5,6,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.5,7,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.5,7,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.5,7,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.6,1,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.6,1,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.6,1,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.6,2,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.6,2,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.6,2,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.6,3,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.6,3,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.6,3,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.6,4,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.6,4,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.6,4,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.6,5,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.6,5,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.6,5,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.6,6,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.6,6,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.6,6,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.6,7,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.6,7,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.6,7,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.7,1,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.7,1,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.7,1,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.7,2,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.7,2,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.7,2,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.7,3,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.7,3,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.7,3,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.7,4,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.7,4,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.7,4,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.7,5,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.7,5,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.7,5,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.7,6,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.7,6,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.7,6,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.7,7,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.7,7,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.7,7,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.8,1,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.8,1,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.8,1,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.8,2,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.8,2,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.8,2,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.8,3,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.8,3,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.8,3,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.8,4,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.8,4,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.8,4,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.8,5,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.8,5,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.8,5,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.8,6,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.8,6,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.8,6,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.8,7,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 1.0, '2018-04-05': 0.9130434782608695, '2018-04-06': 0.6176470588235294, '2018-04-07': 0.6176470588235294, '2018-04-08': 0.6176470588235294, '2018-04-09': 0.6170212765957447}"
NASDAQ,VADER1,1,2,0.8,7,0.05,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,2,0.8,7,0.1,"{'2018-04-02': 0.25, '2018-04-03': 0.3333333333333333, '2018-04-04': 0.5714285714285714, '2018-04-05': 0.47619047619047616, '2018-04-06': 0.29411764705882354, '2018-04-07': 0.29411764705882354, '2018-04-08': 0.29411764705882354, '2018-04-09': 0.29411764705882354}"
NASDAQ,VADER1,1,3,0.0,1,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 0.75, '2018-04-05': 0.7419354838709677, '2018-04-06': 0.5869565217391305, '2018-04-07': 0.5869565217391305, '2018-04-08': 0.5869565217391305, '2018-04-09': 0.5873015873015873}"
NASDAQ,VADER1,1,3,0.0,1,0.05,"{'2018-04-02': 0.7931034482758621, '2018-04-03': 0.6101694915254238, '2018-04-04': 0.4606741573033708, '2018-04-05': 0.49586776859504134, '2018-04-06': 0.5126582278481012, '2018-04-07': 0.5126582278481012, '2018-04-08': 0.5126582278481012, '2018-04-09': 0.5126903553299492}"
NASDAQ,VADER1,1,3,0.0,1,0.1,"{'2018-04-02': 0.7931034482758621, '2018-04-03': 0.6101694915254238, '2018-04-04': 0.4606741573033708, '2018-04-05': 0.49586776859504134, '2018-04-06': 0.5126582278481012, '2018-04-07': 0.5126582278481012, '2018-04-08': 0.5126582278481012, '2018-04-09': 0.5126903553299492}"
NASDAQ,VADER1,1,3,0.0,2,0,"{'2018-04-02': 1.0, '2018-04-03': 1.0, '2018-04-04': 0.7058823529411765, '2018-04-05': 0.7272727272727273, '2018-04-06': 0.5918367346938775, '2018-04-07': 0.5918367346938775, '2018-04-08': 0.5918367346938775, '2018-04-09': 0.5970149253731343}"
NASDAQ,VADER1,1,3,0.0,2,0.05,"{'2018-04-02': 0.7931034482758621, '2018-04-03': 0.6101694915254238, '2018-04-04': 0.4606741573033708, '2018-04-05': 0.49586776859504134, '2018-04-06': 0.5095541401273885, '2018-04-07': 0.5095541401273885, '2018-04-08': 0.5095541401273885, '2018-04-09': 0.5128205128205128}"
